"language","Verb","S_Type","n","mean_man","mean_woman","woman_minus_man","se","t","p","p_bh","rank_abs_diff"
"Turkish","pat","All",210,6.18095,6.11429,-0.0666667,0.0753312,-0.884981,0.377184,0.762538,30
"Turkish","observe","All",210,6.27143,6.33333,0.0619048,0.0573182,1.08002,0.281378,0.723545,31
"Turkish","eat","All",210,5.5619,5.61905,0.0571429,0.0879262,0.649896,0.516473,0.849489,32
"Turkish","lookat","All",210,6.13333,6.19048,0.0571429,0.0617424,0.925504,0.355771,0.762538,33
"Turkish","please","All",210,6.30476,6.24762,-0.0571429,0.0575402,-0.993095,0.321812,0.762538,34
"Turkish","pull","All",210,6.25238,6.30952,0.0571429,0.0594871,0.960592,0.337867,0.762538,35
"Turkish","anger","All",210,6.38095,6.32857,-0.052381,0.0648225,-0.808068,0.41997,0.81724,36
"Turkish","call","All",210,6.42857,6.37619,-0.052381,0.0596992,-0.877414,0.381269,0.762538,37
"Turkish","lead","All",210,6.5619,6.50952,-0.052381,0.0573636,-0.913139,0.362222,0.762538,38
"Turkish","want","All",210,5.71905,5.77143,0.052381,0.0779119,0.67231,0.502129,0.849489,39
"Turkish","forget","All",210,5.86667,5.91429,0.047619,0.0732546,0.650049,0.516374,0.849489,40
"Turkish","annoy","All",210,6.31429,6.35714,0.0428571,0.0612422,0.699797,0.484832,0.849489,41
"Turkish","push","All",210,6.4381,6.39524,-0.0428571,0.0619818,-0.691447,0.490052,0.849489,42
"Turkish","cut","All",210,6.03333,6.07143,0.0380952,0.0704274,0.540915,0.589142,0.896176,43
"Turkish","ignore","All",210,6.34762,6.30952,-0.0380952,0.0599413,-0.635542,0.52577,0.849489,44
"Turkish","slap","All",210,6.22857,6.26667,0.0380952,0.0606968,0.627632,0.53093,0.849489,45
"Turkish","carry","All",210,6.39524,6.3619,-0.0333333,0.052888,-0.630262,0.529212,0.849489,46
"Turkish","love","All",210,6.18571,6.21905,0.0333333,0.0652329,0.510989,0.609898,0.896176,47
"Turkish","spyon","All",210,6.41905,6.44762,0.0285714,0.0531163,0.537903,0.591216,0.896176,48
"Turkish","chase","All",210,6.5,6.47619,-0.0238095,0.058632,-0.406084,0.685096,0.940242,49
"Turkish","fascinate","All",210,6.38571,6.40952,0.0238095,0.058632,0.406084,0.685096,0.940242,50
"Turkish","hear","All",210,6.24762,6.27143,0.0238095,0.0562521,0.423265,0.672537,0.940242,51
"Turkish","kiss","All",210,6.45238,6.42857,-0.0238095,0.0455044,-0.523235,0.601365,0.896176,52
"Turkish","disturb","All",210,6.34762,6.36667,0.0190476,0.0584457,0.325903,0.744824,0.940242,53
"Turkish","follow","All",210,6.44286,6.42381,-0.0190476,0.0539875,-0.352816,0.724582,0.940242,54
"Turkish","hold","All",210,6.3,6.28095,-0.0190476,0.054825,-0.347426,0.728621,0.940242,55
"Turkish","notice","All",210,6.39524,6.41429,0.0190476,0.0572642,0.332627,0.739749,0.940242,56
"Turkish","remember","All",210,6.16667,6.18571,0.0190476,0.0518344,0.367471,0.71364,0.940242,57
"Turkish","see","All",210,6.18571,6.16667,-0.0190476,0.0640268,-0.297495,0.766384,0.940242,58
"Turkish","admire","All",210,6.42381,6.4381,0.0142857,0.0489016,0.292132,0.770476,0.940242,59
"Turkish","drop","All",210,6.3381,6.35238,0.0142857,0.0605581,0.235901,0.813741,0.9561,60
"Turkish","like","All",210,6.29524,6.28095,-0.0142857,0.056671,-0.252082,0.801226,0.9561,61
"Turkish","recognize","All",210,6.28571,6.27143,-0.0142857,0.0676658,-0.211122,0.832998,0.9561,62
"Turkish","sense","All",210,5.94762,5.93333,-0.0142857,0.0819779,-0.174263,0.861827,0.9561,63
"Turkish","smell","All",210,6.19524,6.18571,-0.00952381,0.0611243,-0.155811,0.876333,0.9561,64
"Turkish","wash","All",210,6.40952,6.41905,0.00952381,0.0486737,0.195667,0.845061,0.9561,65
"Turkish","astonish","All",210,6.20952,6.21429,0.0047619,0.057872,0.0822833,0.9345,0.9561,66
"Turkish","comfort","All",210,6.39048,6.38571,-0.0047619,0.0533659,-0.0892312,0.928984,0.9561,67
"Turkish","dislike","All",210,6.30952,6.31429,0.0047619,0.0546317,0.0871637,0.930625,0.9561,68
"Turkish","inspect","All",210,6.57619,6.57143,-0.0047619,0.0498335,-0.0955564,0.923964,0.9561,69
"Turkish","provoke","All",210,6.37143,6.36667,-0.0047619,0.0566786,-0.0840159,0.933124,0.9561,70
"Turkish","shake","All",210,6.27619,6.27143,-0.0047619,0.0663118,-0.0718109,0.942821,0.9561,71
"Turkish","scare","All",210,6.45714,6.45714,0,0.0472531,0,1,1,72
"Turkish","sense","Passive",70,5.51429,5.15714,-0.357143,0.139558,-2.5591,0.0126907,0.456866,1
"Turkish","hug","Passive",70,6.05714,5.77143,-0.285714,0.109852,-2.6009,0.0113667,0.456866,2
"Turkish","frighten","Passive",70,6.17143,5.92857,-0.242857,0.12283,-1.97718,0.0520183,0.745899,3
"Turkish","bother","Passive",70,6.28571,6.05714,-0.228571,0.104101,-2.19567,0.0314809,0.745899,4
"Turkish","cheerup","Passive",70,5.82857,6.04286,0.214286,0.131708,1.62698,0.1083,0.745899,5
"Turkish","scold","Passive",70,6.14286,6.35714,0.214286,0.120201,1.78272,0.0790304,0.745899,6
"Turkish","watch","Passive",70,5.75714,5.97143,0.214286,0.113102,1.89462,0.0623335,0.745899,7
"Turkish","disgust","Passive",70,5.44286,5.24286,-0.2,0.134365,-1.48849,0.141179,0.781913,8
"Turkish","dress","Passive",70,5.77143,5.97143,0.2,0.123107,1.62461,0.108806,0.745899,9
"Turkish","listento","Passive",70,5.7,5.9,0.2,0.116185,1.72139,0.0896607,0.745899,10
"Turkish","find","Passive",70,6.05714,5.88571,-0.171429,0.134936,-1.27045,0.208193,0.832771,11
"Turkish","amuse","Passive",70,6,5.84286,-0.157143,0.121474,-1.29363,0.200107,0.832771,12
"Turkish","enrage","Passive",70,5.88571,5.72857,-0.157143,0.135951,-1.15588,0.251718,0.844102,13
"Turkish","kiss","Passive",70,6.17143,6.01429,-0.157143,0.101001,-1.55586,0.124316,0.745899,14
"Turkish","lead","Passive",70,6.3,6.14286,-0.157143,0.129717,-1.21143,0.229862,0.844102,15
"Turkish","miss","Passive",70,5.6,5.44286,-0.157143,0.15582,-1.00849,0.316742,0.844102,16
"Turkish","surprise","Passive",70,6.04286,5.88571,-0.157143,0.11263,-1.39521,0.167428,0.832771,17
"Turkish","cut","Passive",70,5.62857,5.48571,-0.142857,0.138441,-1.0319,0.305723,0.844102,18
"Turkish","slap","Passive",70,6,5.85714,-0.142857,0.110121,-1.29728,0.198857,0.832771,19
"Turkish","want","Passive",70,5.21429,5.35714,0.142857,0.142857,1,0.320805,0.844102,20
"Turkish","bite","Passive",70,5.85714,5.98571,0.128571,0.118516,1.08484,0.281768,0.844102,21
"Turkish","calm","Passive",70,6.28571,6.15714,-0.128571,0.0786044,-1.63568,0.106461,0.745899,22
"Turkish","carry","Passive",70,6.04286,5.91429,-0.128571,0.0995256,-1.29184,0.200722,0.832771,23
"Turkish","envy","Passive",70,5.84286,5.71429,-0.128571,0.134859,-0.953377,0.343727,0.844102,24
"Turkish","pat","Passive",70,5.91429,5.78571,-0.128571,0.148033,-0.868535,0.388113,0.844102,25
"Turkish","terrify","Passive",70,6.01429,5.88571,-0.128571,0.152171,-0.844917,0.401078,0.844102,26
"Turkish","annoy","Passive",70,5.84286,5.95714,0.114286,0.108715,1.05124,0.296816,0.844102,27
"Turkish","hear","Passive",70,5.68571,5.8,0.114286,0.114286,1,0.320805,0.844102,28
"Turkish","inspect","Passive",70,6.27143,6.38571,0.114286,0.0720675,1.58581,0.117354,0.745899,29
"Turkish","squash","Passive",70,5.67143,5.55714,-0.114286,0.126332,-0.904646,0.368801,0.844102,30
"Turkish","call","Passive",70,6.08571,5.98571,-0.1,0.120644,-0.828888,0.410026,0.844102,31
"Turkish","know","Passive",70,4.71429,4.81429,0.1,0.155173,0.644442,0.521426,0.85282,32
"Turkish","observe","Passive",70,6.17143,6.07143,-0.1,0.0935829,-1.06857,0.288987,0.844102,33
"Turkish","please","Passive",70,5.91429,5.81429,-0.1,0.125687,-0.79563,0.428976,0.844102,34
"Turkish","see","Passive",70,5.64286,5.74286,0.1,0.113572,0.8805,0.381645,0.844102,35
"Turkish","anger","Passive",70,5.97143,5.88571,-0.0857143,0.114647,-0.747634,0.457222,0.844102,36
"Turkish","drop","Passive",70,5.85714,5.94286,0.0857143,0.131472,0.65196,0.516593,0.85282,37
"Turkish","entertain","Passive",70,6.02857,5.94286,-0.0857143,0.105231,-0.814531,0.418143,0.844102,38
"Turkish","irritate","Passive",70,5.81429,5.72857,-0.0857143,0.119943,-0.714626,0.477251,0.848996,39
"Turkish","kick","Passive",70,6.05714,6.14286,0.0857143,0.112827,0.759696,0.450024,0.844102,40
"Turkish","lookat","Passive",70,5.85714,5.94286,0.0857143,0.112827,0.759696,0.450024,0.844102,41
"Turkish","push","Passive",70,6.12857,6.04286,-0.0857143,0.121657,-0.704559,0.483456,0.848996,42
"Turkish","worry","Passive",70,5.45714,5.54286,0.0857143,0.144954,0.591322,0.556237,0.85282,43
"Turkish","chase","Passive",70,6.32857,6.25714,-0.0714286,0.120937,-0.590624,0.556702,0.85282,44
"Turkish","comfort","Passive",70,5.91429,5.98571,0.0714286,0.119213,0.599167,0.551024,0.85282,45
"Turkish","follow","Passive",70,6.25714,6.18571,-0.0714286,0.0871006,-0.82007,0.415,0.844102,46
"Turkish","remember","Passive",70,5.7,5.77143,0.0714286,0.115688,0.617426,0.538986,0.85282,47
"Turkish","hate","Passive",70,5.58571,5.64286,0.0571429,0.152122,0.375639,0.708338,0.955406,48
"Turkish","ignore","Passive",70,6.07143,6.12857,0.0571429,0.120189,0.475441,0.635974,0.953961,49
"Turkish","love","Passive",70,5.94286,6,0.0571429,0.133259,0.428809,0.669398,0.955406,50
"Turkish","forget","Passive",70,5.57143,5.52857,-0.0428571,0.150136,-0.285456,0.77615,0.955406,51
"Turkish","pull","Passive",70,5.9,5.94286,0.0428571,0.09851,0.435054,0.664881,0.955406,52
"Turkish","shake","Passive",70,5.94286,5.9,-0.0428571,0.121133,-0.353803,0.724566,0.955406,53
"Turkish","admire","Passive",70,6.24286,6.27143,0.0285714,0.10568,0.270358,0.787692,0.955406,54
"Turkish","astonish","Passive",70,5.82857,5.8,-0.0285714,0.139463,-0.204868,0.838279,0.958033,55
"Turkish","dislike","Passive",70,5.91429,5.94286,0.0285714,0.10568,0.270358,0.787692,0.955406,56
"Turkish","disturb","Passive",70,6.04286,6.07143,0.0285714,0.101686,0.280976,0.77957,0.955406,57
"Turkish","fascinate","Passive",70,6.05714,6.08571,0.0285714,0.115059,0.248319,0.804625,0.955406,58
"Turkish","hold","Passive",70,5.84286,5.87143,0.0285714,0.127032,0.224914,0.822711,0.955406,59
"Turkish","scare","Passive",70,6.08571,6.05714,-0.0285714,0.101686,-0.280976,0.77957,0.955406,60
"Turkish","shock","Passive",70,5.84286,5.87143,0.0285714,0.12373,0.230918,0.818062,0.955406,61
"Turkish","spyon","Passive",70,6.24286,6.27143,0.0285714,0.0953829,0.299545,0.765425,0.955406,62
"Turkish","wash","Passive",70,6.02857,6.05714,0.0285714,0.10568,0.270358,0.787692,0.955406,63
"Turkish","distract","Passive",70,5.82857,5.81429,-0.0142857,0.13725,-0.104085,0.917404,0.985867,64
"Turkish","eat","Passive",70,5.12857,5.14286,0.0142857,0.13725,0.104085,0.917404,0.985867,65
"Turkish","like","Passive",70,6.1,6.08571,-0.0142857,0.112367,-0.127134,0.899204,0.985867,66
"Turkish","teach","Passive",70,6.01429,6.02857,0.0142857,0.121231,0.117839,0.906537,0.985867,67
"Turkish","notice","Passive",70,6.1,6.1,0,0.138013,0,1,1,68
"Turkish","provoke","Passive",70,6.1,6.1,0,0.113298,0,1,1,69
"Turkish","recognize","Passive",70,5.9,5.9,0,0.116896,0,1,1,70
"Turkish","smell","Passive",70,5.8,5.8,0,0.101745,0,1,1,71
"Turkish","threaten","Passive",70,6.28571,6.28571,0,0.107676,0,1,1,72
"Turkish","miss","Pseudo_Passive",70,5.5,5.88571,0.385714,0.158006,2.44113,0.0172109,0.581542,1
"Turkish","teach","Pseudo_Passive",70,5.92857,6.31429,0.385714,0.17421,2.21408,0.0301302,0.581542,2
"Turkish","terrify","Pseudo_Passive",70,6.37143,6.07143,-0.3,0.145818,-2.05736,0.0434333,0.581542,3
"Turkish","threaten","Pseudo_Passive",70,6.01429,6.31429,0.3,0.130852,2.29267,0.0249204,0.581542,4
"Turkish","sense","Pseudo_Passive",70,5.67143,5.94286,0.271429,0.167705,1.61849,0.110119,0.60989,5
"Turkish","hate","Pseudo_Passive",70,6.01429,5.75714,-0.257143,0.121559,-2.11537,0.0380111,0.581542,6
"Turkish","kick","Pseudo_Passive",70,5.88571,6.12857,0.242857,0.135646,1.79037,0.0777809,0.581542,7
"Turkish","cut","Pseudo_Passive",70,5.94286,6.17143,0.228571,0.128973,1.77224,0.0807697,0.581542,8
"Turkish","eat","Pseudo_Passive",70,5.3,5.51429,0.214286,0.180742,1.18559,0.239853,0.826961,9
"Turkish","scold","Pseudo_Passive",70,5.97143,6.18571,0.214286,0.10938,1.9591,0.0541431,0.581542,10
"Turkish","shock","Pseudo_Passive",70,6.07143,6.28571,0.214286,0.118466,1.80883,0.0748341,0.581542,11
"Turkish","distract","Pseudo_Passive",70,6.07143,6.27143,0.2,0.12966,1.5425,0.127526,0.655848,12
"Turkish","observe","Pseudo_Passive",70,5.94286,6.14286,0.2,0.11071,1.80652,0.0751977,0.581542,13
"Turkish","slap","Pseudo_Passive",70,5.98571,6.17143,0.185714,0.132335,1.40336,0.164993,0.742467,14
"Turkish","entertain","Pseudo_Passive",70,6.22857,6.05714,-0.171429,0.103703,-1.65308,0.102858,0.60989,15
"Turkish","listento","Pseudo_Passive",70,5.94286,6.11429,0.171429,0.122045,1.40463,0.164616,0.742467,16
"Turkish","see","Pseudo_Passive",70,6.04286,5.87143,-0.171429,0.14528,-1.17999,0.242056,0.826961,17
"Turkish","find","Pseudo_Passive",70,6.34286,6.18571,-0.157143,0.121474,-1.29363,0.200107,0.800427,18
"Turkish","carry","Pseudo_Passive",70,6.18571,6.32857,0.142857,0.106294,1.34398,0.183357,0.776573,19
"Turkish","dress","Pseudo_Passive",70,6.3,6.44286,0.142857,0.0870157,1.64174,0.105194,0.60989,20
"Turkish","pat","Pseudo_Passive",70,5.77143,5.91429,0.142857,0.156681,0.91177,0.365064,0.938736,21
"Turkish","pull","Pseudo_Passive",70,6.05714,6.18571,0.128571,0.137895,0.932385,0.354389,0.938736,22
"Turkish","squash","Pseudo_Passive",70,5.9,5.77143,-0.128571,0.116756,-1.10119,0.274639,0.85974,23
"Turkish","watch","Pseudo_Passive",70,6.01429,6.14286,0.128571,0.11131,1.15508,0.252042,0.826961,24
"Turkish","chase","Pseudo_Passive",70,6.2,6.3,0.1,0.117161,0.853526,0.396321,0.983969,25
"Turkish","disturb","Pseudo_Passive",70,6.15714,6.25714,0.1,0.136732,0.731357,0.467037,1,26
"Turkish","kiss","Pseudo_Passive",70,6.2,6.3,0.1,0.0866921,1.15351,0.252682,0.826961,27
"Turkish","spyon","Pseudo_Passive",70,6.14286,6.24286,0.1,0.102049,0.979918,0.33055,0.938736,28
"Turkish","astonish","Pseudo_Passive",70,5.97143,6.05714,0.0857143,0.0832638,1.02943,0.306873,0.920618,29
"Turkish","bite","Pseudo_Passive",70,5.97143,6.05714,0.0857143,0.112827,0.759696,0.450024,1,30
"Turkish","ignore","Pseudo_Passive",70,6.08571,6,-0.0857143,0.116439,-0.736128,0.464148,1,31
"Turkish","surprise","Pseudo_Passive",70,6.17143,6.08571,-0.0857143,0.0926778,-0.924863,0.35826,0.938736,32
"Turkish","annoy","Pseudo_Passive",70,6.2,6.27143,0.0714286,0.136991,0.521409,0.603751,1,33
"Turkish","bother","Pseudo_Passive",70,6.24286,6.31429,0.0714286,0.089446,0.798566,0.427282,1,34
"Turkish","lookat","Pseudo_Passive",70,5.82857,5.75714,-0.0714286,0.122637,-0.582437,0.562171,1,35
"Turkish","want","Pseudo_Passive",70,5.42857,5.5,0.0714286,0.138494,0.51575,0.607677,1,36
"Turkish","worry","Pseudo_Passive",70,6.04286,6.11429,0.0714286,0.127602,0.559778,0.577444,1,37
"Turkish","call","Pseudo_Passive",70,6.24286,6.3,0.0571429,0.111243,0.513675,0.60912,1,38
"Turkish","cheerup","Pseudo_Passive",70,6.18571,6.24286,0.0571429,0.12525,0.456229,0.649658,1,39
"Turkish","dislike","Pseudo_Passive",70,6.15714,6.1,-0.0571429,0.105512,-0.541576,0.589855,1,40
"Turkish","frighten","Pseudo_Passive",70,6.31429,6.37143,0.0571429,0.0973472,0.587,0.559119,1,41
"Turkish","like","Pseudo_Passive",70,5.81429,5.87143,0.0571429,0.1219,0.46877,0.640712,1,42
"Turkish","notice","Pseudo_Passive",70,6.21429,6.27143,0.0571429,0.0907428,0.629724,0.530955,1,43
"Turkish","irritate","Pseudo_Passive",70,6.25714,6.21429,-0.0428571,0.0919891,-0.465894,0.642759,1,44
"Turkish","lead","Pseudo_Passive",70,6.42857,6.47143,0.0428571,0.104625,0.409625,0.68335,1,45
"Turkish","wash","Pseudo_Passive",70,6.32857,6.37143,0.0428571,0.0745885,0.574581,0.567443,1,46
"Turkish","anger","Pseudo_Passive",70,6.24286,6.27143,0.0285714,0.152239,0.187675,0.851682,1,47
"Turkish","calm","Pseudo_Passive",70,6.41429,6.38571,-0.0285714,0.107621,-0.265481,0.791431,1,48
"Turkish","drop","Pseudo_Passive",70,6.27143,6.24286,-0.0285714,0.111403,-0.25647,0.798351,1,49
"Turkish","enrage","Pseudo_Passive",70,6.22857,6.2,-0.0285714,0.093187,-0.306603,0.760069,1,50
"Turkish","hear","Pseudo_Passive",70,6.17143,6.14286,-0.0285714,0.115059,-0.248319,0.804625,1,51
"Turkish","inspect","Pseudo_Passive",70,6.47143,6.44286,-0.0285714,0.111403,-0.25647,0.798351,1,52
"Turkish","love","Pseudo_Passive",70,5.78571,5.81429,0.0285714,0.127032,0.224914,0.822711,1,53
"Turkish","provoke","Pseudo_Passive",70,6.2,6.17143,-0.0285714,0.116845,-0.244524,0.807551,1,54
"Turkish","push","Pseudo_Passive",70,6.31429,6.28571,-0.0285714,0.130251,-0.219356,0.82702,1,55
"Turkish","smell","Pseudo_Passive",70,5.94286,5.97143,0.0285714,0.136461,0.209374,0.834773,1,56
"Turkish","admire","Pseudo_Passive",70,6.1,6.08571,-0.0142857,0.0986301,-0.144841,0.885258,1,57
"Turkish","amuse","Pseudo_Passive",70,6.22857,6.21429,-0.0142857,0.11051,-0.129271,0.897519,1,58
"Turkish","disgust","Pseudo_Passive",70,6.08571,6.1,0.0142857,0.11951,0.119535,0.905199,1,59
"Turkish","envy","Pseudo_Passive",70,5.94286,5.95714,0.0142857,0.114195,0.125099,0.900809,1,60
"Turkish","fascinate","Pseudo_Passive",70,6.21429,6.22857,0.0142857,0.122926,0.116214,0.907821,1,61
"Turkish","hug","Pseudo_Passive",70,5.94286,5.95714,0.0142857,0.129488,0.110324,0.912472,1,62
"Turkish","please","Pseudo_Passive",70,6.14286,6.15714,0.0142857,0.100707,0.141854,0.887609,1,63
"Turkish","remember","Pseudo_Passive",70,5.9,5.91429,0.0142857,0.0943384,0.151431,0.880078,1,64
"Turkish","scare","Pseudo_Passive",70,6.37143,6.38571,0.0142857,0.0921176,0.155081,0.87721,1,65
"Turkish","comfort","Pseudo_Passive",70,6.31429,6.31429,0,0.09759,0,1,1,66
"Turkish","follow","Pseudo_Passive",70,6.15714,6.15714,0,0.130297,0,1,1,67
"Turkish","forget","Pseudo_Passive",70,5.55714,5.55714,0,0.136505,0,1,1,68
"Turkish","hold","Pseudo_Passive",70,6.18571,6.18571,0,0.0954449,0,1,1,69
"Turkish","know","Pseudo_Passive",70,4.87143,4.87143,0,0.175048,0,1,1,70
"Turkish","recognize","Pseudo_Passive",70,6.05714,6.05714,0,0.152277,0,1,1,71
"Turkish","shake","Pseudo_Passive",70,6.1,6.1,0,0.123778,0,1,1,72
"Norwegian","disgust","Active",57,5.21053,5.57895,0.368421,0.228912,1.60944,0.113143,0.781374,1
"Norwegian","worry","Active",57,5.36842,5.05263,-0.315789,0.224108,-1.4091,0.164335,0.903844,2
"Norwegian","amaze","Active",57,6.01754,6.31579,0.298246,0.127549,2.33828,0.0229691,0.35806,3
"Norwegian","miss","Active",57,6.4386,6.14035,-0.298246,0.1031,-2.89278,0.00542971,0.267894,4
"Norwegian","drop","Active",57,5.87719,5.63158,-0.245614,0.154872,-1.58591,0.11839,0.781374,5
"Norwegian","entertain","Active",57,6.17544,6.40351,0.22807,0.169803,1.34315,0.184643,0.912595,6
"Norwegian","forget","Active",57,6.12281,6.35088,0.22807,0.152296,1.49755,0.139866,0.839197,7
"Norwegian","kiss","Active",57,6.52632,6.75439,0.22807,0.0830856,2.745,0.00811801,0.267894,8
"Norwegian","shock","Active",57,6.24561,6.45614,0.210526,0.0927742,2.26923,0.0271258,0.35806,9
"Norwegian","see","Active",57,6.33333,6.52632,0.192982,0.0882814,2.18599,0.033013,0.363143,10
"Norwegian","surprise","Active",57,6.63158,6.4386,-0.192982,0.0846584,-2.27954,0.0264656,0.35806,11
"Norwegian","wash","Active",57,6.21053,6.40351,0.192982,0.1511,1.27718,0.206807,0.912595,12
"Norwegian","hug","Active",57,6.59649,6.42105,-0.175439,0.106561,-1.64638,0.105288,0.781374,13
"Norwegian","irritate","Active",57,6.15789,6.33333,0.175439,0.177215,0.989974,0.326445,0.912595,14
"Norwegian","lead","Active",57,6.40351,6.24561,-0.157895,0.138894,-1.1368,0.260464,0.912595,15
"Norwegian","listento","Active",57,6.33333,6.49123,0.157895,0.0962631,1.64024,0.106561,0.781374,16
"Norwegian","lookat","Active",57,6.31579,6.47368,0.157895,0.165641,0.953233,0.344568,0.912595,17
"Norwegian","spot","Active",57,6.22807,6.07018,-0.157895,0.131954,-1.19659,0.236509,0.912595,18
"Norwegian","teach","Active",57,5.89474,5.73684,-0.157895,0.149748,-1.0544,0.296227,0.912595,19
"Norwegian","believe","Active",57,5.7193,5.85965,0.140351,0.176002,0.797441,0.428563,0.912595,20
"Norwegian","hold","Active",57,6.4386,6.29825,-0.140351,0.131119,-1.07041,0.289026,0.912595,21
"Norwegian","push","Active",57,6.29825,6.15789,-0.140351,0.138101,-1.01629,0.31386,0.912595,22
"Norwegian","upset","Active",57,5.77193,5.91228,0.140351,0.172405,0.814077,0.419049,0.912595,23
"Norwegian","carry","Active",57,6.01754,6.14035,0.122807,0.185756,0.661122,0.511245,0.912595,24
"Norwegian","know","Active",57,6.22807,6.35088,0.122807,0.106406,1.15414,0.253345,0.912595,25
"Norwegian","watch","Active",57,6.15789,6.2807,0.122807,0.141754,0.866341,0.39,0.912595,26
"Norwegian","fear","Active",57,6,6.10526,0.105263,0.183403,0.573944,0.568304,0.912595,27
"Norwegian","follow","Active",57,6.47368,6.36842,-0.105263,0.126858,-0.829774,0.41019,0.912595,28
"Norwegian","recognize","Active",57,6.19298,6.29825,0.105263,0.153661,0.685036,0.496147,0.912595,29
"Norwegian","bite","Active",57,5.91228,6,0.0877193,0.166568,0.526628,0.600531,0.912595,30
"Norwegian","call","Active",57,6.2807,6.36842,0.0877193,0.0877193,1,0.321612,0.912595,31
"Norwegian","disturb","Active",57,6.21053,6.29825,0.0877193,0.152836,0.573944,0.568304,0.912595,32
"Norwegian","calm","Active",57,6.24561,6.31579,0.0701754,0.12729,0.551303,0.583619,0.912595,33
"Norwegian","eat","Active",57,5.89474,5.82456,-0.0701754,0.18026,-0.389302,0.698529,0.912595,34
"Norwegian","hear","Active",57,6.33333,6.40351,0.0701754,0.10278,0.682775,0.497564,0.912595,35
"Norwegian","hit","Active",57,6.33333,6.26316,-0.0701754,0.0931879,-0.753053,0.454572,0.912595,36
"Norwegian","shake","Active",57,6.36842,6.29825,-0.0701754,0.0745061,-0.941875,0.350302,0.912595,37
"Norwegian","squash","Active",57,6.12281,6.05263,-0.0701754,0.134471,-0.521862,0.603824,0.912595,38
"Norwegian","trust","Active",57,6.40351,6.47368,0.0701754,0.141288,0.496685,0.621355,0.912595,39
"Norwegian","understand","Active",57,6.45614,6.52632,0.0701754,0.0824881,0.850734,0.39854,0.912595,40
"Norwegian","bother","Active",57,6.33333,6.38596,0.0526316,0.107434,0.489898,0.62612,0.912595,41
"Norwegian","chase","Active",57,5.98246,5.92982,-0.0526316,0.217385,-0.242112,0.809578,0.912595,42
"Norwegian","cut","Active",57,6.07018,6.12281,0.0526316,0.12114,0.43447,0.665617,0.912595,43
"Norwegian","dislike","Active",57,6.22807,6.17544,-0.0526316,0.0634288,-0.829774,0.41019,0.912595,44
"Norwegian","help","Active",57,6.61404,6.66667,0.0526316,0.0768304,0.685036,0.496147,0.912595,45
"Norwegian","impress","Active",57,6.57895,6.52632,-0.0526316,0.12114,-0.43447,0.665617,0.912595,46
"Norwegian","like","Active",57,6.42105,6.47368,0.0526316,0.0726385,0.724569,0.471733,0.912595,47
"Norwegian","admire","Active",57,6.50877,6.47368,-0.0350877,0.114612,-0.306144,0.760631,0.912595,48
"Norwegian","avoid","Active",57,6.35088,6.31579,-0.0350877,0.0935411,-0.375105,0.709,0.912595,49
"Norwegian","cheerup","Active",57,6.49123,6.52632,0.0350877,0.0968324,0.362355,0.718451,0.912595,50
"Norwegian","dress","Active",57,6.35088,6.31579,-0.0350877,0.117314,-0.299093,0.765976,0.912595,51
"Norwegian","ignore","Active",57,6.31579,6.2807,-0.0350877,0.0865841,-0.405244,0.686842,0.912595,52
"Norwegian","kick","Active",57,6.05263,6.08772,0.0350877,0.119954,0.292509,0.770979,0.912595,53
"Norwegian","love","Active",57,6.38596,6.35088,-0.0350877,0.169706,-0.206756,0.83695,0.912595,54
"Norwegian","notice","Active",57,6.47368,6.50877,0.0350877,0.0935411,0.375105,0.709,0.912595,55
"Norwegian","overhear","Active",57,6.35088,6.38596,0.0350877,0.0968324,0.362355,0.718451,0.912595,56
"Norwegian","pat","Active",57,6.12281,6.08772,-0.0350877,0.185578,-0.189073,0.850719,0.912595,57
"Norwegian","please","Active",57,5.01754,4.98246,-0.0350877,0.16785,-0.209043,0.835174,0.912595,58
"Norwegian","remember","Active",57,6.26316,6.29825,0.0350877,0.134716,0.260457,0.795467,0.912595,59
"Norwegian","distract","Active",57,6.42105,6.40351,-0.0175439,0.101651,-0.17259,0.863596,0.912595,60
"Norwegian","provoke","Active",57,6.29825,6.31579,0.0175439,0.0848529,0.206756,0.83695,0.912595,61
"Norwegian","pull","Active",57,6.10526,6.08772,-0.0175439,0.107638,-0.162989,0.871114,0.912595,62
"Norwegian","scare","Active",57,6.40351,6.42105,0.0175439,0.088468,0.198307,0.843523,0.912595,63
"Norwegian","smell","Active",57,5.84211,5.82456,-0.0175439,0.13822,-0.126927,0.899453,0.927561,64
"Norwegian","tease","Active",57,6.15789,6.17544,0.0175439,0.166963,0.105076,0.916691,0.930794,65
"Norwegian","hate","Active",57,6.22807,6.22807,0,0.0791559,0,1,1,66
"Norwegian","disgust","Active_minus_Passive",57,NA,NA,0.77193,0.275364,2.8033,0.00693714,0.457852,1
"Norwegian","call","Active_minus_Passive",57,NA,NA,-0.526316,0.24411,-2.15606,0.0353897,0.585253,2
"Norwegian","upset","Active_minus_Passive",57,NA,NA,0.473684,0.219799,2.15508,0.0354699,0.585253,3
"Norwegian","amaze","Active_minus_Passive",57,NA,NA,0.438596,0.216803,2.02302,0.0478551,0.631687,4
"Norwegian","see","Active_minus_Passive",57,NA,NA,0.403509,0.181989,2.21721,0.0306847,0.585253,5
